Income,samptype,borough,a01,a03,a04,a05,a06,a07,a08,a09,a10,a11,a12,a13,b01,b02,b03,b04,b05_1,b05a_1,b05b_1,b05c_1,b05_2,b05a_2,b05b_2,b05c_2,b05_3,b05a_3,b05b_3,b05c_3,b05_4,c01_1,c01a_1,c01b_1,fcs2a,fcs3,fcs4,d01,d01_a,d01_b,d01_c,d01_d,d02,d03,d03_a,d03_b,d03_c,d03_d,d04,e01,e02,f01_1,f02,f02_1,f02_2,f05,f06,f07,f08,f10,f12,f13,f14,m01,m02,m03,m03_a,m04,m05,m06,m07,m08,m16,m17,m18,m19,m21,m23,m23_c,m23_d,m23_e,m23_f,m23_g,m24,m29,m29_a,m30,m30_a,n01,n02,n02_a,n03,n04,n04_a,n05,n06,n07,n08,n09,n09_a,n09_b,n09_c,n09_d,n09_e,n09_f,n09_g,n29,n30,n31,n32,n33,n42,n43,n51,n52,n53,n54,n55,o01,o02,o03,o04,o05,o06,o07,o08,o09,o10,o11,o14,o18_a,o18_b,o21,o21_a,o27,o28,p01,p08,p10,p19,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,wa1,wa2,wa3,wa4,wa5,r01,r02,r03,r04,r05,r07,r08,r09,r23,houpeo,hhadul,houchild,fampeo,famadul,famchild,w3cphhwt,w3cpppwt,partner,phones,intmo,educ_sp,educ,sex,sexedu,mleshi,mhisch,msmcol,mcolleg,fleshi,fhisch,fsmcol,fcolleg,race,white,black,hisp,orace,r_age,agepart,avage,age,ag18_24,ag25_34,ag35_44,ag45_64,ag65m,marrcoh,single,indnok,indwk,ftype,w3cninwt,w3cnfmwt,w3cnhhwt,hlth,hlth4,adgdhlth,adfrhlth,adprhlth,nodisab,educ_r,hs,lshs,hsged,smcol,college,assets,liquid,liquid10,liquid25,ownhome,mkthome,owehome,nethome,owncar,mktcar,owecar,netcar,brw000,brw00,emp,ftw_r,ftw_s,ftwork,fpovline,pov150,poor,pov4,affl,inc150,mead_inc,obs,abovemed,nhunger,utibill,rathou,houqual,rooms,averm,onerm,nbgood,nbsafe,crime,hi_r,hi_s,hi_k,hlthins,ratnyc,police,ratsch,kids,rage_c,age18_24,age45_59,age60m,immig2,efrouse,infants,preschs,schage,ch3_6,ch5_12,und12_n,cc_use,lowman,brookgz,statigz,proxi,psex,women,men,rwork,spwork,womwork,menwork,anywork,totwom,totmen,twomwk,tmenwk,emprate,empratem,empratew,singnok,singwk,marnok,marwk,qkey,cr05,unemp,xunemp,xunemp2,socsec,xsocsec,xsocsec2,pension,xpension,xpensio2,interest,xinter,xinter2,rental,xrental,xrental2,alimony,xalimon,xalim2,giftmon,xgiftmon,xgiftmo2,ssi,xssi,xssi2,foodstam,xfoodst,xfdstmp2,welfare,xwelf,xwelf2,sumch6,anych6,blackx,hispanic,immig,immigran,rdisab,cdisab,r_hs,r_post,r_hied,r_sex,r_agex,r_agesq,work_r,work_s,primary,prhseduc,prposths,prhied,sexpart,pr_sex,agepartx,tempagepx,tempagpmx,pr_age,pr_agesq,auxpoor,auxrich,auxold,sexprhs,sexprpos,sexprhie,sexprchi,sexprch6,workmos,workhrs,secondar,i_inter,r_inter,i_gift,r_gift,i_foodst,r_foodst,i_socsec,r_socsec,i_welf,r_welf,i_rental,r_rental,i_pens,r_pens,i_unemp,r_unemp,i_alimon,r_alimon,i_ssi,r_ssi,charity
12642,1,3,55,2,2,2,1,2,1,2,3,2,2,2,1,1,83,1,1,1,2,83,1,5,1,59,2,,,,,,,,,,,1,2,,,,2,1,2,,,,2,3,2,5,1,5,,2,,,1,2,8,2,2,1,1,45,,5,2,2,2,2,,,,1,2,3,619,,12,7428,1,1,2,,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,8,2,,2,,1,1,7000,1,1,1,1,2,2,2,2,,2,2,2,8,,,,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,4,2,19,3,,,1946,2,3,3,0,2,2,0,0.950000525,1304.895508,1,2,0,1,1,1,1,1,0,0,0,0,0,0,0,3,0,0,1,0,83,83,83,5,0,0,0,0,1,1,0,1,0,3,5967.773438,2983.886719,1989.257813,1,2,1,0,0,1,1,0,1,0,0,0,1250,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11610,17415,1,46440,0,0,42400,264,0,1,1,1,1,5,1.666666627,1,1,0,1,1,1,,1,1,1,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,782,673,456,497,0.654982805,0.738484383,0.583120227,0,0,1,0,10062,3,1000,1000,31.62277603,4800,4800,69.28203583,,1241.300293,35.23209,,2537.256348,50.3711853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,83,6889,0,0,1,0,0,0,1,1,83,83,41.48656082,83,6889,0,1,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15400,1,4,1,2,1,3,3,2,3,8,2,2,2,3,5,5,28,1,1,11,2,28,2,,,,,,,,,,,,,,,9,,,,,2,,,,,,,1,2,2,,,,1,2,,2,,,2,2,1,2,1,,4,3,2,2,2,,,,2,2,3,815,,12,9780,1,2,2,,2,,1,1,,,,,8,30,,,2,,900,,,8,14400,1,2,,2,,50000,2,,1,1,,2,,2,2,2,1,2,2,2,2,,2,2,2,1000,2,,,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,1,3,73,1,1,1,,1,2,2,0,1,1,0,2.62534976,3606.11084,0,1,0,,4,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,28,,28,2,0,1,0,0,0,0,1,1,0,1,7410.190918,7410.190918,3705.095459,1,1,0,0,0,1,4,1,0,0,0,1,50000,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,,0,8590,12885,0,34360,0,1,21000.00195,49,0,1,1,0,1,4,2,1,0,1,1,1,,,1,1,1,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,,0,1,1,782,673,456,497,0.654982805,0.738484383,0.583120227,1,0,0,0,10067,1,0,0,0,0,0,0,0,0,0,1000,1000,31.62277603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,28,784,1,,1,1,1,1,0,1,0,,41.48656082,28,784,0,1,0,1,1,1,0,0,8,30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49468,1,2,37,1,2,2,2,2,2,8,2,2,2,2,1,1,52,2,1,1,1,54,1,9,1,28,1,7,1,33,2,,,,,,,9,,,,,2,2,,2,,,2,2,2,2,1,2,,2,2,,1,2,100,2,2,3,,3,,4,1,2,2,1,98,98,1,,,,,,,,,,2,,2,,1,1,,2,2,1,12,35,98,98,4,,,,32000,,32000,1,1,1,1,1,5000,2,,1,2,,1,3000,2,2,2,2,2,2,2,2,,2,2,2,,,,,2,2,2,1,2,2,2,2,5,,2,2,2,2,1,1,2,2,2,2,2,2,2,3,49,97,,,1966,1,4,4,0,2,2,0,1.666374922,2288.888428,1,1,0,2,3,2,7,0,0,0,0,0,0,1,0,2,0,1,0,0,52,54,53,4,0,0,0,1,0,1,0,1,0,3,5764.762207,2882.381104,1441.190552,1,1,0,0,0,1,4,1,0,0,0,1,5000,1,0,0,1,,,,0,0,0,0,1,1,1,1,0,1,11610,17415,0,46440,1,1,42400,179,1,,,1,,4,1,1,1,1,1,1,1,,1,1,1,,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,782,673,456,497,0.654982805,0.738484383,0.583120227,0,0,1,0,10072,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,52,2704,1,1,1,1,1,1,2,0,54,54,41.48656082,52,2704,0,0,0,0,0,0,0,0,12,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9086,1,4,20,2,3,2,3,3,2,1,9,2,2,3,1,1,62,2,1,1,1,73,2,,,,,,,,,,,,,,,2,,1,,,2,7,,,,2,2,3,2,5,1,5,1,2,1,500,1,2,8,2,2,1,2,1,,3,2,2,2,2,,,,2,2,3,1350,,12,16200,1,2,2,,2,,2,2,2,2,1,,,,4,5,,,,,,,,,2,,2,,25000,1,8,2,,2,1,3000,2,1,2,1,2,2,2,2,,2,2,2,500,2,,,2,2,2,2,2,2,2,2,2,,2,2,2,2,4,2,2,2,2,2,2,2,1,4,40,1,10,1,,1,2,2,0,2,2,0,2.033387184,2793.006836,1,1,0,4,3,2,7,0,0,0,0,0,0,1,0,1,1,0,0,0,62,73,67.5,5,0,0,0,0,1,1,0,1,0,3,6112.904785,3056.452393,3056.452393,1,2,1,0,0,1,2,1,0,1,0,0,25000,1,1,1,0,0,0,0,1,,7500,,0,0,0,0,0,0,11610,17415,1,46440,0,0,42400,280,0,1,1,1,1,3,1.5,1,1,,1,1,1,,1,1,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,782,673,456,497,0.654982805,0.738484383,0.583120227,0,0,1,0,10082,1,0,0,0,,995.5078735,31.55167007,0,0,0,500,500,22.36067963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,62,3844,0,1,0,1,1,1,2,1,73,73,41.48656082,73,5329,0,1,1,1,1,1,0,0,4,5,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12769,1,1,30,2,2,4,2,4,3,4,2,2,2,1,5,2,30,1,1,2,2,27,1,12,1,18,2,,,,,11,2,2,6,0,9,2,,1,,,2,2,,8,,,2,2,2,,1,4,,,,,2,,,2,2,1,2,2,,5,2,2,1,2,,,,2,2,3,354,,5,1770,1,8,2,,2,,2,1,,2,1,,6,40,5,40,1,300,,,,6,7200,1,2,,2,,5000,2,,1,2,,1,5000,2,2,2,2,2,2,1,2,,2,1,1,,,2000,500,2,1,1,1,2,,2,1,2,1,2,2,2,2,4,2,2,2,2,2,2,2,2,6,72,1,1,1,,1,9,3,6,8,2,6,0.854654074,1173.930176,1,1,0,1,2,1,2,0,1,0,0,0,0,0,0,2,0,1,0,0,30,27,28.5,2,0,1,0,0,0,1,0,0,1,4,2899.195557,1449.597778,966.3984985,1,1,0,0,0,1,2,1,0,1,0,0,5000,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,29730,44595,1,118920,0,0,54955.30078,3,0,1,0,1,0,5,0.555555582,0,0,1,1,0,1,1,0,1,0,0,1,2,0,0,0,0,0,2,1,3,2,4,6,1,0,0,0,0,2,1,1,0,0,0,0,0,782,673,456,497,0.654982805,0.738484383,0.583120227,0,0,0,1,10088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,22.36067963,0,0,0,,169.9890289,13.03798389,,107.7446976,10.38001442,3,1,1,0,0,0,0,0,1,0,0,1,30,900,1,1,1,1,0,0,1,1,27,27,41.48656082,30,900,1,0,0,1,0,0,6,1,6,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25100,1,4,19,1,3,1,1,1,1,1,1,2,2,2,1,1,42,1,1,1,2,37,2,,,,,,,,,10,2,1,1,10,2,7,,,,5,2,4,,,,,2,2,2,2,2,,,,2,,1,2,700,2,1,3,,7,,5,1,2,2,1,200000,99,2,,,,,,,,,,2,,2,,1,1,,2,2,2,12,40,,,4,,,,25000,,25000,1,1,2,2,,6000,1,10000,1,2,,1,12000,2,2,2,1,2,2,2,2,,2,2,2,100,2,,,2,1,2,2,2,2,2,1,2,1,1,2,2,2,3,2,2,2,2,2,2,2,7,5,60,7,,,1983,1,4,2,2,4,2,2,0.547620952,752.1976318,1,1,0,2,3,1,3,0,0,1,0,0,0,0,0,4,0,0,0,1,42,37,39.5,3,0,0,1,0,0,1,0,0,1,4,3144.946777,1572.473389,1572.473389,1,1,0,0,0,1,3,1,0,0,1,0,6000,1,0,0,1,200000,,,1,10000,0,10000,1,1,1,1,0,1,17650,26475,1,70600,0,0,37000,68,0,1,1,1,1,5,1.25,1,1,1,1,1,0,1,0,1,1,1,1,2,0,0,0,1,0,0,0,2,0,2,2,1,0,0,0,0,2,1,1,1,0,0,1,1,782,673,456,497,0.654982805,0.738484383,0.583120227,0,0,0,1,10092,7,0,0,0,0,0,0,0,0,0,100,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,1,1,0,1,42,1764,1,0,1,1,1,0,1,1,37,37,41.48656082,42,1764,0,1,0,1,1,0,2,0,12,40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,1,4,49,2,3,2,1,2,1,1,1,2,2,2,4,5,49,1,2,,,,,,,,,,,,,,,,,,,4,,,,,2,,,,,,,1,2,1,,,,2,1,160,1,2,500,2,2,3,,45,,4,1,2,2,1,250000,,,,,,,,,,,,2,,2,,1,1,,,,,12,40,,,4,,,,80000,,80000,1,1,1,1,2,20000,1,15000,1,1,,1,8000,2,2,2,2,2,2,2,2,,2,2,2,,,,,1,8,2,2,2,2,2,1,2,1,2,2,2,2,3,1,2,2,2,2,2,2,1,2,52,1,1,1,,1,1,1,0,1,1,0,2.871040583,3943.585205,0,1,0,,2,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,49,,49,4,0,0,0,1,0,0,1,1,0,1,8076.595703,8076.595703,8076.595703,1,1,0,0,0,1,2,1,0,1,0,0,20000,1,1,0,1,250000,0,250000,1,15000,0,15000,1,1,1,1,,1,8590,12885,0,34360,1,1,21000.00195,372,1,,,1,,4,4,1,1,1,1,1,,,1,1,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,,0,1,1,782,673,456,497,0.654982805,0.738484383,0.583120227,1,0,0,0,10102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,49,2401,1,,1,1,0,0,0,1,0,,41.48656082,49,2401,0,0,0,1,0,0,0,0,12,40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100001,1,4,4,1,2,4,2,4,4,8,1,2,2,3,2,5,26,1,1,9,1,24,2,,,,,,,,,,,,,,,98,,,,,2,,,,,,,3,2,,,,,,,,,2,0,2,2,1,2,2,,4,1,2,2,2,,,,2,2,3,1200,,12,14400,1,2,2,,2,,1,1,,,,,12,50,,,4,,,,250000,,250000,1,2,,2,,7,2,,1,1,,2,,2,2,2,2,2,2,2,2,,2,2,2,,,,,2,2,2,2,2,2,2,2,2,,2,2,2,2,1,2,1,2,2,2,2,2,1,5,76,97,,,1998,1,2,2,0,1,1,0,7.085861206,9732.951172,0,1,0,,,1,,,,,,,,,,1,1,0,0,0,26,,26,2,0,1,0,0,0,0,1,1,0,1,8627.75,8627.75,4313.875,1,2,1,0,0,1,,,,,,,6000,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,1,8590,12885,0,34360,1,1,21000.00195,138,1,,,1,,4,2,1,0,1,1,0,,,0,1,0,,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,,0,1,1,782,673,456,497,0.654982805,0.738484383,0.583120227,1,0,0,0,10105,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,1,1,0,1,26,676,1,,1,0,1,0,0,1,0,,41.48656082,26,676,0,0,0,0,1,0,0,0,12,50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13500,1,2,14,3,2,3,3,4,3,2,3,2,1,2,5,5,22,2,1,3,1,59,1,3,2,42,1,7,1,20,2,8,2,7,,,,4,,,,,1,,,,,,,3,2,4,,,,1,,,2,,,,,3,,2,,7,2,2,1,2,,,,2,2,4,,1500,,1500,1,2,1,1,1,2,1,1,,,,,12,20,,,4,,,,12000,,12000,1,2,,2,,4000,1,5000,1,8,,1,10000,1,2,2,1,2,2,2,2,2,2,2,2,500,2,,,2,2,2,1,2,1,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,4,80,97,,,1988,1,5,4,1,1,1,0,8.593728065,11804.11719,0,2,1,,2,2,6,0,0,0,0,0,1,0,0,1,1,0,0,0,22,,22,1,1,0,0,0,0,0,1,1,0,1,4969.604492,4969.604492,1242.401123,1,2,1,0,0,1,2,1,0,1,0,0,4000,1,0,0,0,0,0,0,1,5000,0,5000,1,1,1,0,,0,8590,12885,0,34360,0,1,21000.00195,442,0,1,0,1,0,7,1.399999976,1,0,0,0,1,,,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,,1,0,1,782,673,456,497,0.654982805,0.738484383,0.583120227,1,0,0,0,10108,78,1000,1000,31.62277603,0,0,0,0,0,0,500,500,22.36067963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,1,0,0,0,22,484,1,,1,1,0,0,0,0,0,,41.48656082,22,484,0,1,0,0,0,0,0,0,12,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,1,2,8,2,1,1,1,3,1,1,2,2,2,2,5,5,20,2,1,3,1,47,1,3,2,45,1,7,1,26,2,,,,,,,2,,2,,,1,,,,,,,1,2,2,,,,2,2,,2,,,,,3,,4,,6,1,2,2,5,,,,,,,,,,,,,2,,1,2,2,2,1,,,,6,8,,,4,,,,2000,,2000,1,2,,2,,4000,2,,1,1,,2,,2,2,2,2,2,2,1,1,2,2,2,2,,,3000,3000,2,1,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,81,7,,,1996,1,4,4,0,1,1,0,1.906602144,2618.858154,0,2,0,,2,2,6,0,0,0,0,0,1,0,0,2,0,1,0,0,20,,20,1,1,0,0,0,0,0,1,1,0,1,3149.721191,3149.721191,787.4302979,1,1,0,0,0,1,2,1,0,1,0,0,4000,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,8590,12885,1,34360,0,0,21000.00195,241,0,1,1,1,1,6,1.5,1,1,1,1,1,,,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,0,0,782,673,456,497,0.654982805,0.738484383,0.583120227,1,0,0,0,10122,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,54.77225494,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,20,400,1,,1,1,0,0,0,0,0,,41.48656082,20,400,0,0,0,0,0,0,0,0,6,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
64180,1,4,2,1,2,1,1,2,2,1,1,2,2,1,5,2,25,2,1,2,2,25,1,11,1,23,2,,,,,,,,,,,10,,,,,1,11,,,,,2,1,2,1,2,,,,1,1500,1,2,180,2,1,1,8,2,,4,1,2,2,2,,,,1,2,3,900,,12,10800,1,1,2,,2,,1,1,,1,1,,12,50,12,30,4,,,,24000,,24000,1,1,1,1,1,4000,2,,1,2,,1,20000,2,2,2,1,2,2,2,2,1,2,2,2,180,2,,,2,2,2,2,2,2,2,1,3,1,2,2,2,1,4,2,2,2,2,1,2,2,1,3,76,1,1,1,,1,3,3,0,2,2,0,2.490380526,3420.720703,1,1,0,4,4,2,8,0,0,0,0,0,0,0,1,1,1,0,0,0,25,25,25,2,0,1,0,0,0,1,0,1,0,3,5988.512695,2994.256348,1996.170898,1,1,0,0,0,1,4,1,0,0,0,1,4000,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,11610,17415,0,46440,1,1,42400,169,1,,,1,,4,1.333333373,1,1,1,1,1,0,,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,2,0,1,782,673,456,497,0.654982805,0.738484383,0.583120227,0,0,1,0,10124,1,0,0,0,0,0,0,0,0,0,180,180,13.41640759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,25,625,1,1,0,1,1,1,1,0,25,25,41.48656082,25,625,0,1,0,0,0,0,0,0,12,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000,1,2,25,3,1,2,1,3,2,1,1,2,2,2,5,5,24,1,2,,,,,,,,,,,,,15,2,7,1,15,2,4,,,,,2,,,,,,,1,2,,,,,,,,2,,,2,2,3,,23,,6,1,2,2,2,,,,2,2,3,1000,,1,1000,2,2,2,,2,,1,1,,,,,12,40,,,4,,,,15000,,15000,1,2,,2,,8,2,,1,2,,2,,2,2,2,2,2,2,2,2,,2,2,2,,,,,2,2,2,2,2,2,2,2,3,,2,2,2,2,3,2,2,2,2,2,2,2,2,6,77,1,1,1,,1,3,1,2,2,1,1,0.358702511,492.7042542,0,1,0,,2,1,2,0,1,0,0,0,0,0,0,2,0,1,0,0,24,,24,1,1,0,0,0,0,0,1,0,1,2,1857.992432,1857.992432,1857.992432,1,1,0,0,0,1,2,1,0,1,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,1,,1,11610,17415,1,46440,0,0,42400,359,0,1,1,1,1,6,2,1,1,1,1,0,,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,1,1,,0,1,1,782,673,456,497,0.654982805,0.738484383,0.583120227,0,1,0,0,10127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,24,576,1,,1,1,0,0,0,1,0,,41.48656082,24,576,0,0,0,1,0,0,1,1,12,40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40100,1,4,24,1,1,1,1,2,1,2,1,2,2,3,5,5,24,2,2,,,,,,,,,,,,,,,,,,,11,,,,,1,,,,,,,1,2,6,,,,2,,,2,,,2,2,3,,1,,4,2,2,2,2,,,,2,2,3,600,,8,4800,1,2,2,,2,,2,1,,,,,8,60,,,1,40000,,,,8,1280000,9,1,1,2,,8,1,1000,1,1,,1,20000,2,2,2,2,2,2,1,2,2,2,2,2,,,600,100,2,8,2,2,2,2,2,1,2,1,2,2,2,2,3,2,2,2,2,1,2,1,1,2,78,1,1,1,,1,1,1,0,1,1,0,1.162902236,1597.331665,0,1,0,,4,2,8,0,0,0,0,0,0,0,1,3,0,0,1,0,24,,24,1,1,0,0,0,0,0,1,1,0,1,2012.130005,2012.130005,2012.130005,1,1,0,0,0,1,4,1,0,0,0,1,1250,1,0,0,0,0,0,0,1,1000,0,1000,1,1,0,0,,0,8590,12885,0,34360,1,1,21000.00195,96,1,,,1,,4,4,1,1,1,1,1,,,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,0,0,782,673,456,497,0.654982805,0.738484383,0.583120227,1,0,0,0,10132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,10,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,1,1,0,24,576,1,,1,1,1,1,0,0,0,,41.48656082,24,576,0,0,0,0,0,0,0,0,8,60,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13900,1,4,31,1,1,4,2,1,3,3,3,2,2,1,5,2,31,2,1,2,1,26,2,,,,,,,,,12,2,1,2,6,1,3,,,,,2,3,,,,,2,2,2,4,1,4,,,,,2,,,,,1,2,8,,4,2,2,2,2,,,,1,1,3,100,,12,1200,1,1,2,,2,,1,1,,1,1,,9,20,10,40,3,,,400,,9,3600,1,2,,2,,0,2,,1,2,,1,3000,2,2,2,2,2,2,1,2,,2,1,1,,,500,100,2,1,2,1,2,,2,1,2,1,2,1,2,2,4,2,2,1,,1,1,1,4,2,70,1,3,3,,1,4,2,2,4,2,2,0.474040657,651.1296997,1,1,0,2,2,2,6,0,0,0,0,0,1,0,0,3,0,0,1,0,31,26,28.5,2,0,1,0,0,0,1,0,0,1,4,1234.794434,617.3972168,617.3972168,1,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,17650,26475,1,70600,0,0,37000,196,0,1,0,1,1,4,1,1,0,0,1,1,1,1,1,1,1,0,1,2,0,0,0,0,0,0,0,2,1,2,2,1,0,0,0,0,1,1,1,1,1,1,1,1,782,673,456,497,0.654982805,0.738484383,0.583120227,0,0,0,1,10138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,10,0,0,0,2400,2400,48.98979568,2200,2200,46.90415573,0,0,,1,0,0,0,0,1,0,0,0,31,961,1,1,0,1,0,0,2,1,26,26,41.48656082,26,676,1,0,0,1,0,0,2,0,10,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21000,1,2,12,3,3,3,2,2,3,3,4,2,2,8,4,5,47,2,1,5,2,26,2,,,,,,,,,3,1,5,,,,3,,,,,1,,,,,,,3,2,1,,,,,2,,2,,,2,1,1,1,11,,5,3,2,2,2,,,,2,2,3,510,,12,6120,1,1,1,3,2,,1,1,,,,,12,98,,,4,,,,21000,,21000,1,2,,2,,0,2,,1,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,8,2,2,2,2,2,2,2,,2,2,2,1,1,1,2,1,2,3,3,1,9,2,54,97,,,1988,2,3,2,1,1,1,0,2.19799757,3019.111084,0,1,2,,2,2,6,0,0,0,0,0,1,0,0,3,0,0,1,0,47,,47,4,0,0,0,1,0,0,1,1,0,1,4943.405762,4943.405762,2471.702881,1,2,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,8590,12885,0,34360,0,1,21000.00195,354,1,,,0,,5,1.666666627,1,0,0,1,1,,,1,0,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,,1,0,1,782,673,456,497,0.654982805,0.738484383,0.583120227,1,0,0,0,10139,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,1,0,0,0,47,2209,1,,1,1,0,0,0,0,0,,41.48656082,47,2209,0,0,0,0,0,0,0,0,12,42.29999924,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
